Question Difficulty,Topic Difficulty,Score,Skill Level,Skill_Level_encoded,Time Taken (QNS/Seconds)
4.5,6.8,49.15,Beginner,0,22.1574
6.5,7.5,92.0,Advanced,2,5.9249
5.1,2.4,83.75,Intermediate,1,10.996
7.0,3.0,100.0,Advanced,2,4.0031
3.3,5.4,60.85,Beginner,0,7.3998
7.5,4.0,48.25,Beginner,0,23.1618
7.9,9.3,85.6,Advanced,2,8.7587
1.5,4.5,73.0,Beginner,0,17.875
3.5,4.5,100.0,Advanced,2,14.3381
8.7,1.2,100.0,Advanced,2,9.1139
2.2,1.7,100.0,Advanced,2,7.435
8.2,3.3,97.0,Advanced,2,13.4854
6.8,5.6,44.2,Beginner,0,26.4828
2.4,6.4,60.4,Beginner,0,20.4765
2.1,7.4,100.0,Advanced,2,5.8168
3.5,8.5,46.0,Beginner,0,11.604
1.8,9.3,97.8,Advanced,2,2.3785
2.2,4.0,88.3,Intermediate,1,10.821
8.7,3.5,45.1,Beginner,0,8.5361
1.8,2.8,100.0,Advanced,2,4.501
4.7,3.3,100.0,Advanced,2,9.767
7.2,7.0,91.6,Advanced,2,12.9968
1.9,4.3,72.1,Beginner,0,17.6629
5.7,1.4,100.0,Advanced,2,14.1241
9.8,5.1,32.95,Beginner,0,25.5468
6.3,1.0,100.0,Advanced,2,5.4907
4.5,4.0,100.0,Advanced,2,12.1732
1.6,9.6,49.6,Beginner,0,25.553
5.6,7.5,93.8,Advanced,2,9.1777
3.4,7.7,97.8,Advanced,2,13.8706
2.8,4.5,67.15,Beginner,0,16.6805
8.5,1.7,74.30000000000001,Intermediate,1,19.3402
1.7,8.4,54.550000000000004,Beginner,0,21.691
7.1,3.9,50.5,Beginner,0,20.6545
7.4,5.0,44.199999999999996,Beginner,0,19.3201
2.1,3.7,100.0,Advanced,2,13.324
4.8,9.6,35.2,Beginner,0,13.9067
2.5,5.5,64.0,Beginner,0,18.0182
9.2,6.9,27.549999999999997,Beginner,0,15.7823
5.9,6.4,95.4,Advanced,2,5.0019
8.8,7.3,87.8,Advanced,2,10.0713
6.4,9.1,89.0,Advanced,2,14.8557
7.3,7.5,33.39999999999999,Beginner,0,8.5948
3.1,2.9,73.0,Beginner,0,17.6681
4.5,7.7,95.6,Advanced,2,15.3039
8.8,1.2,55.0,Beginner,0,25.6775
3.1,3.9,100.0,Advanced,2,14.478
3.9,3.8,100.0,Advanced,2,12.7486
2.9,6.1,59.5,Beginner,0,13.5694
6.4,7.9,91.4,Advanced,2,13.7008
4.4,2.7,68.05,Beginner,0,15.7063
5.4,7.7,93.8,Advanced,2,7.5456
3.8,7.1,50.95,Beginner,0,26.4087
2.6,3.6,72.1,Beginner,0,10.5367
1.2,9.7,98.2,Advanced,2,3.722
5.9,3.8,56.35,Beginner,0,19.2609
4.2,4.9,100.0,Advanced,2,2.9966
9.3,5.9,31.599999999999994,Beginner,0,20.6515
7.0,7.9,90.2,Advanced,2,14.2672
9.6,6.6,27.10000000000001,Beginner,0,11.0195
7.5,1.6,59.050000000000004,Beginner,0,16.9663
3.6,5.7,100.0,Advanced,2,13.2447
9.8,5.5,31.14999999999999,Beginner,0,18.6668
3.1,9.6,42.85,Beginner,0,22.5999
8.1,5.6,92.6,Advanced,2,10.7636
6.7,6.2,41.949999999999996,Beginner,0,18.8552
8.3,8.9,22.599999999999994,Beginner,0,18.2924
4.5,4.7,100.0,Advanced,2,13.6453
3.0,4.5,83.75,Intermediate,1,21.6276
1.7,2.3,100.0,Advanced,2,14.6242
2.0,5.3,67.15,Beginner,0,16.1204
3.3,3.2,70.75,Beginner,0,14.238
6.1,5.9,46.0,Beginner,0,15.5036
9.4,4.0,93.2,Advanced,2,15.7456
7.9,3.5,97.2,Advanced,2,9.1364
8.3,6.4,33.849999999999994,Beginner,0,23.0979
1.4,1.4,100.0,Intermediate,1,6.185
3.4,9.9,40.15,Beginner,0,25.5416
8.5,7.1,88.8,Advanced,2,8.8223
8.2,6.0,36.1,Beginner,0,18.2516
9.3,1.3,52.3,Beginner,0,14.6646
6.4,1.6,64.0,Beginner,0,17.7662
3.3,9.7,94.0,Advanced,2,13.2773
5.2,5.4,52.3,Beginner,0,26.2246
1.1,6.5,100.0,Advanced,2,9.0032
9.9,9.2,81.8,Advanced,2,9.7471
8.1,9.8,19.450000000000003,Beginner,0,15.0254
3.5,4.6,100.0,Advanced,2,6.1917
1.7,3.1,78.4,Beginner,0,26.5193
7.3,5.5,42.4,Beginner,0,9.681
9.6,4.4,37.0,Beginner,0,7.0532
2.7,5.6,100.0,Advanced,2,12.2899
5.3,2.0,100.0,Advanced,2,6.1653
1.7,8.5,54.1,Beginner,0,17.422
3.5,2.8,71.65,Beginner,0,19.8188
1.1,4.8,100.0,Advanced,2,5.6113
9.7,2.7,44.2,Beginner,0,15.4893
8.2,3.1,97.4,Advanced,2,2.2406
2.6,1.4,82.0,Beginner,0,23.0725
6.7,1.7,100.0,Advanced,2,11.754
7.8,3.4,49.6,Beginner,0,20.9394
7.5,7.8,31.14999999999999,Beginner,0,7.1416
1.7,6.8,61.75,Beginner,0,23.48
5.4,2.7,63.55,Beginner,0,23.9957
4.8,3.8,79.9,Intermediate,1,4.7927
8.8,4.1,94.2,Advanced,2,15.5238
4.6,1.3,100.0,Advanced,2,6.6151
2.8,7.4,54.1,Beginner,0,7.6776
9.0,7.8,86.4,Advanced,2,6.7867
9.7,7.5,85.6,Advanced,2,9.0585
3.3,9.4,65.55000000000001,Intermediate,1,18.7019
4.3,6.8,50.050000000000004,Beginner,0,26.283
1.9,9.3,49.599999999999994,Beginner,0,21.2839
1.1,2.5,100.0,Advanced,2,5.368
9.5,3.8,93.4,Advanced,2,12.1397
2.6,4.9,66.25,Beginner,0,8.659
3.1,9.6,42.85,Beginner,0,14.8957
6.4,1.1,100.0,Advanced,2,6.1755
1.2,8.0,100.0,Advanced,2,12.8271
5.3,6.0,97.4,Advanced,2,3.5275
6.6,4.8,97.2,Advanced,2,5.0922
9.8,8.1,84.2,Advanced,2,5.1181
3.8,2.8,100.0,Advanced,2,6.9957
9.1,7.5,86.8,Advanced,2,15.7837
9.7,1.2,98.2,Advanced,2,3.9375
9.1,7.9,86.0,Advanced,2,7.4287
7.4,4.0,48.699999999999996,Beginner,0,25.9065
1.8,3.9,74.35,Beginner,0,12.4611
9.3,5.8,57.14999999999999,Intermediate,1,17.0141
9.9,1.7,47.800000000000004,Beginner,0,23.9296
7.5,2.8,53.65,Beginner,0,20.0417
2.5,9.1,96.8,Advanced,2,11.0063
8.2,2.8,50.5,Beginner,0,7.4585
1.6,1.9,100.0,Advanced,2,6.043
6.3,3.9,54.1,Beginner,0,18.609
2.8,7.5,53.65,Beginner,0,8.4633
8.7,6.1,33.400000000000006,Beginner,0,26.4243
8.5,2.8,49.15,Beginner,0,14.0537
7.4,5.8,93.6,Advanced,2,5.5916
6.4,2.4,100.0,Advanced,2,14.6742
6.8,1.2,64.0,Beginner,0,15.0064
9.0,6.5,89.0,Advanced,2,4.2409
8.8,4.5,40.15,Beginner,0,10.8013
5.8,7.4,93.6,Advanced,2,12.1574
8.5,6.2,90.6,Advanced,2,13.3442
9.4,1.1,99.0,Advanced,2,13.8645
5.5,7.2,42.85,Beginner,0,14.3096
7.7,9.9,84.8,Advanced,2,5.7705
1.3,2.1,100.0,Advanced,2,8.5529
2.2,6.3,100.0,Advanced,2,8.2891
6.5,8.9,30.700000000000003,Beginner,0,9.0697
3.1,8.1,97.6,Advanced,2,8.9508
7.3,7.2,34.75,Beginner,0,25.6592
5.5,6.1,96.8,Advanced,2,9.4017
6.9,7.8,90.6,Advanced,2,10.2066
1.6,4.1,100.0,Advanced,2,5.6971
7.4,9.5,23.950000000000003,Beginner,0,12.2101
9.0,6.4,89.2,Advanced,2,8.8143
6.4,5.6,46.0,Beginner,0,9.244
2.4,5.0,66.69999999999999,Beginner,0,10.8841
7.9,3.1,98.0,Advanced,2,5.3079
2.5,6.9,57.699999999999996,Beginner,0,8.5177
3.4,4.0,100.0,Advanced,2,9.1613
1.8,3.8,74.8,Beginner,0,23.0288
7.6,8.0,29.799999999999997,Beginner,0,18.4319
4.8,6.7,97.0,Advanced,2,3.3716
4.1,7.8,96.2,Advanced,2,13.6265
6.2,8.3,34.75,Beginner,0,17.2567
4.7,2.5,100.0,Advanced,2,13.6621
6.0,9.9,28.450000000000003,Beginner,0,19.1612
6.5,8.5,32.5,Beginner,0,26.7628
5.5,5.2,98.6,Advanced,2,11.2398
8.8,5.9,90.6,Advanced,2,5.0402
5.5,7.0,43.75,Beginner,0,14.8383
5.9,5.0,98.2,Advanced,2,14.991
5.0,1.9,100.0,Advanced,2,11.7943
7.1,2.3,100.0,Advanced,2,10.4426
8.1,4.0,95.8,Advanced,2,6.6998
1.0,7.4,100.0,Advanced,2,13.6572
2.0,2.2,100.0,Advanced,2,8.9019
6.4,2.3,100.0,Advanced,2,11.0959
8.3,9.9,83.6,Advanced,2,5.9001
2.7,7.9,98.8,Advanced,2,5.842
2.7,5.0,100.0,Advanced,2,8.9703
2.3,8.2,52.75,Beginner,0,9.5874
3.9,4.8,100.0,Advanced,2,11.1373
2.2,5.4,65.8,Beginner,0,7.1378
2.2,9.5,47.35,Beginner,0,21.2407
2.5,1.8,80.65,Beginner,0,12.4153
7.0,5.4,44.199999999999996,Beginner,0,25.1973
1.5,7.2,79.55000000000001,Intermediate,1,16.7754
2.4,3.0,75.7,Beginner,0,11.6886
5.0,5.3,53.65,Beginner,0,19.7205
9.3,1.7,50.5,Beginner,0,13.3804
7.8,1.9,100.0,Advanced,2,3.5634
3.6,3.1,100.0,Advanced,2,5.9286
5.7,3.0,100.0,Advanced,2,7.9509
9.0,6.2,31.60000000000001,Beginner,0,20.903
5.8,2.9,60.85,Beginner,0,13.4774
8.7,5.0,92.6,Advanced,2,10.571
8.2,5.9,36.550000000000004,Beginner,0,21.1457
3.3,3.1,71.2,Beginner,0,20.6066
6.0,7.3,93.4,Advanced,2,9.4689
4.5,7.2,96.6,Advanced,2,10.218
6.0,1.5,66.25,Beginner,0,14.814
5.5,9.7,89.6,Advanced,2,5.7456
9.2,3.2,44.2,Beginner,0,19.4932
2.7,2.9,100.0,Advanced,2,8.7291
2.4,2.7,77.05,Beginner,0,5.8591
3.9,9.2,41.050000000000004,Beginner,0,12.7654
1.7,8.3,100.0,Advanced,2,7.3883
1.2,1.1,100.0,Intermediate,1,5.2156
3.8,8.7,95.0,Advanced,2,13.0034
8.2,4.9,93.8,Advanced,2,8.565
7.4,2.9,99.4,Advanced,2,8.578
5.9,6.9,65.19999999999999,Intermediate,1,16.2963
7.1,7.3,91.2,Advanced,2,14.088
8.1,7.2,31.14999999999999,Beginner,0,7.9143
2.3,4.5,100.0,Advanced,2,12.4263
1.7,9.3,50.5,Beginner,0,26.2214
8.4,2.1,99.0,Advanced,2,7.0909
8.4,3.1,48.25,Beginner,0,6.4866
4.6,5.6,99.6,Advanced,2,12.6048
2.9,2.8,74.35,Beginner,0,25.987
1.1,1.1,90.1,Beginner,0,8.9937
8.0,6.8,58.199999999999996,Intermediate,1,19.361
9.0,8.0,86.0,Advanced,2,14.2728
7.9,6.7,34.3,Beginner,0,14.3088
4.7,8.3,41.5,Beginner,0,9.8094
5.1,5.2,53.65,Beginner,0,7.6462
3.7,7.2,50.949999999999996,Beginner,0,18.8705
7.0,7.6,34.3,Beginner,0,23.9849
3.4,6.0,57.699999999999996,Beginner,0,17.283
4.3,9.0,93.4,Advanced,2,9.9545
3.6,7.8,97.2,Advanced,2,3.5903
5.4,8.3,38.349999999999994,Beginner,0,10.4547
5.3,7.9,40.6,Beginner,0,21.0416
7.1,7.1,36.1,Beginner,0,15.5385
1.5,2.1,83.8,Beginner,0,24.5864
4.7,9.9,34.3,Beginner,0,18.0674
4.4,8.8,93.6,Advanced,2,12.3585
5.9,9.0,90.2,Advanced,2,5.9935
5.2,2.0,100.0,Advanced,2,11.1861
2.1,7.2,100.0,Advanced,2,12.2184
6.9,8.4,31.14999999999999,Beginner,0,22.3823
8.0,4.3,95.4,Advanced,2,14.0662
7.3,4.4,96.6,Advanced,2,5.8418
6.8,6.4,93.6,Advanced,2,12.662
8.5,7.1,88.8,Advanced,2,8.7105
4.6,2.5,100.0,Advanced,2,14.6963
7.0,8.3,89.4,Advanced,2,9.7534
6.9,6.9,37.9,Beginner,0,11.9842
4.9,1.6,70.75,Beginner,0,18.1064
7.1,6.8,37.45,Beginner,0,12.1775
7.8,9.0,24.39999999999999,Beginner,0,12.3524
3.8,8.0,46.9,Beginner,0,20.0422
6.2,8.6,90.4,Advanced,2,4.015
9.5,8.1,20.799999999999997,Beginner,0,19.8014
1.4,5.0,100.0,Advanced,2,3.3758
6.4,5.0,97.2,Advanced,2,9.6554
1.6,2.0,100.0,Advanced,2,7.8961
9.6,5.9,30.25,Beginner,0,22.312
5.5,8.5,92.0,Advanced,2,13.9372
9.2,3.1,66.95,Intermediate,1,19.1453
8.5,3.1,96.8,Advanced,2,13.3821
2.1,2.0,81.55,Beginner,0,16.622
10.0,4.4,91.2,Advanced,2,9.965
9.5,6.6,87.8,Advanced,2,10.8142
1.8,6.8,61.300000000000004,Beginner,0,10.3372
7.6,9.3,23.950000000000003,Beginner,0,22.3852
3.6,7.7,97.4,Advanced,2,8.1099
10.0,3.8,92.4,Advanced,2,12.7747
3.5,6.2,76.05000000000001,Intermediate,1,11.4111
7.8,9.1,86.2,Advanced,2,4.7853
4.9,3.8,60.85,Beginner,0,23.0456
3.6,2.2,73.9,Beginner,0,22.0032
3.7,3.3,100.0,Advanced,2,3.1433
4.8,7.8,43.300000000000004,Beginner,0,22.7669
7.2,4.1,97.4,Advanced,2,3.7418
1.8,2.6,80.2,Beginner,0,14.7264
8.5,2.3,98.4,Advanced,2,4.9662
2.9,1.3,100.0,Advanced,2,8.7405
3.3,8.5,46.9,Beginner,0,21.8179
1.8,5.4,67.6,Beginner,0,7.8488
1.5,7.9,57.699999999999996,Beginner,0,10.9122
4.7,3.2,100.0,Advanced,2,10.5992
9.7,2.1,96.4,Advanced,2,10.4474
2.3,8.9,97.6,Advanced,2,9.4228
4.7,1.2,100.0,Advanced,2,13.7125
5.6,9.4,90.0,Advanced,2,4.0287
4.3,8.5,65.19999999999999,Intermediate,1,17.1837
7.8,9.2,86.0,Advanced,2,9.0307
5.4,3.7,59.05,Beginner,0,10.5058
1.5,5.2,100.0,Advanced,2,9.954
2.0,1.2,85.6,Beginner,0,19.2703
3.0,1.7,78.85,Beginner,0,15.8464
8.2,3.0,49.6,Beginner,0,18.3428
1.1,7.0,100.0,Advanced,2,7.4161
4.9,1.5,100.0,Advanced,2,8.7894
8.7,8.2,23.950000000000003,Beginner,0,10.921
5.7,8.2,37.45,Beginner,0,27.4365
9.3,8.3,20.799999999999997,Beginner,0,7.1543
7.3,10.0,85.4,Advanced,2,10.0076
4.4,9.5,37.449999999999996,Beginner,0,6.4412
7.9,8.8,24.849999999999994,Beginner,0,23.4918
4.0,3.7,100.0,Advanced,2,7.2908
1.2,8.6,55.900000000000006,Beginner,0,22.554
5.7,4.4,54.55,Beginner,0,22.2384
1.7,2.2,82.45,Beginner,0,13.5122
4.2,2.5,69.85,Beginner,0,9.2933
4.2,7.6,96.4,Advanced,2,4.1139
4.4,7.5,96.2,Advanced,2,7.7518
9.5,6.1,88.8,Advanced,2,11.1875
8.6,5.0,92.8,Advanced,2,8.6154
4.1,2.2,100.0,Advanced,2,6.1223
8.2,4.0,95.6,Advanced,2,4.7216
8.0,7.7,88.6,Advanced,2,11.4482
4.9,6.2,50.05,Beginner,0,18.8341
2.8,8.7,97.0,Advanced,2,6.8189
8.9,8.9,84.4,Advanced,2,11.8248
4.3,8.3,94.8,Advanced,2,2.9544
8.4,2.8,49.6,Beginner,0,16.308
6.1,8.4,91.0,Advanced,2,12.9721
3.8,6.5,53.65,Beginner,0,26.0795
1.4,8.6,100.0,Advanced,2,8.1335
8.2,5.8,37.0,Beginner,0,16.0544
7.9,4.5,95.2,Advanced,2,14.906
9.3,4.2,39.25,Beginner,0,25.9463
8.9,5.5,35.2,Beginner,0,22.7474
5.1,9.7,33.400000000000006,Beginner,0,16.7126
7.3,8.2,30.25,Beginner,0,9.8413
2.2,3.4,100.0,Advanced,2,5.8526
9.1,7.4,25.75,Beginner,0,25.1388
3.0,2.0,77.5,Beginner,0,11.4619
8.6,8.2,86.4,Advanced,2,6.4973
4.1,1.9,73.0,Beginner,0,8.524
8.9,1.4,73.94999999999999,Intermediate,1,8.9129
9.8,2.6,44.199999999999996,Beginner,0,17.1747
4.0,8.4,44.199999999999996,Beginner,0,12.877
7.6,2.6,54.1,Beginner,0,20.7997
3.0,8.6,47.800000000000004,Beginner,0,14.5085
2.2,9.8,96.0,Advanced,2,11.2746
8.9,8.5,21.700000000000003,Beginner,0,8.4829
1.5,5.2,100.0,Advanced,2,14.2539
6.6,3.3,55.45,Beginner,0,24.2822
6.6,3.6,99.6,Advanced,2,7.7762
6.2,8.4,34.3,Beginner,0,17.9142
3.2,8.2,48.7,Beginner,0,8.8412
1.9,3.6,100.0,Advanced,2,13.0282
3.3,7.4,98.6,Advanced,2,8.2227
6.0,3.4,57.699999999999996,Beginner,0,14.6339
7.2,4.2,97.2,Advanced,2,7.5607
1.8,8.3,74.64999999999999,Intermediate,1,11.0766
8.9,6.6,89.0,Advanced,2,4.5904
4.3,9.4,92.6,Advanced,2,7.4372
2.4,9.3,47.349999999999994,Beginner,0,20.819
1.5,3.4,77.95,Beginner,0,17.921
1.5,4.6,72.55,Beginner,0,8.5782
8.5,7.4,88.2,Advanced,2,15.2415
8.4,6.1,91.0,Advanced,2,5.9621
8.8,1.2,100.0,Advanced,2,13.1692
8.8,5.7,91.0,Advanced,2,6.6572
9.4,7.0,26.200000000000003,Beginner,0,12.379
8.8,5.6,91.2,Advanced,2,5.7737
8.5,9.2,84.6,Advanced,2,10.977
7.0,7.4,35.2,Beginner,0,10.2171
8.3,8.2,25.75,Beginner,0,7.211
9.6,8.5,83.8,Advanced,2,6.1454
5.8,2.4,63.1,Beginner,0,24.0304
4.1,7.9,96.0,Advanced,2,9.423
8.8,3.6,44.199999999999996,Beginner,0,5.77
1.6,3.2,100.0,Advanced,2,4.2045
6.1,6.1,45.1,Beginner,0,22.3662
3.2,1.7,92.85,Intermediate,1,19.0059
6.2,5.2,48.699999999999996,Beginner,0,15.2062
9.6,3.1,65.55000000000001,Intermediate,1,9.6876
3.5,5.1,100.0,Advanced,2,14.6172
5.4,7.8,40.6,Beginner,0,7.9353
7.5,5.8,93.4,Advanced,2,12.5766
7.7,5.1,42.4,Beginner,0,9.1528
7.3,6.4,38.35,Beginner,0,25.1981
7.3,6.9,36.1,Beginner,0,19.1644
3.1,4.1,67.6,Beginner,0,10.4466
7.2,7.2,35.2,Beginner,0,27.3951
3.2,4.6,64.9,Beginner,0,9.7976
5.8,8.6,91.2,Advanced,2,8.8641
6.2,5.2,97.2,Advanced,2,5.9345
9.3,5.5,33.39999999999999,Beginner,0,25.5212
2.8,3.4,100.0,Advanced,2,9.303
1.3,7.7,59.5,Beginner,0,12.481
4.9,3.1,64.0,Beginner,0,6.9254
8.2,1.0,58.6,Beginner,0,26.2204
4.2,4.2,80.6,Intermediate,1,7.9953
1.1,1.0,100.0,Advanced,2,10.4008
4.0,8.8,42.4,Beginner,0,26.5274
6.1,1.0,100.0,Advanced,2,6.4131
7.6,7.1,33.85000000000001,Beginner,0,12.3312
8.3,2.4,98.6,Advanced,2,7.8706
4.1,8.1,45.1,Beginner,0,22.1335
1.1,7.5,61.300000000000004,Beginner,0,15.7763
9.0,6.2,31.60000000000001,Beginner,0,22.45
4.1,8.6,65.55000000000001,Intermediate,1,18.434
1.8,7.5,58.15,Beginner,0,11.779
4.7,6.0,51.85,Beginner,0,21.8097
8.4,2.5,98.2,Advanced,2,8.0934
1.9,7.1,59.5,Beginner,0,26.7585
9.5,1.5,98.0,Advanced,2,7.6788
9.9,7.0,23.950000000000003,Beginner,0,10.3625
2.5,6.0,100.0,Advanced,2,5.1014
7.3,4.3,96.8,Advanced,2,8.2304
9.0,8.1,85.8,Advanced,2,2.898
3.3,3.1,71.2,Beginner,0,23.0539
6.9,9.4,87.4,Advanced,2,10.856
8.7,5.6,35.650000000000006,Beginner,0,17.9358
1.7,7.0,60.85,Beginner,0,11.7176
5.4,5.7,97.8,Advanced,2,7.9626
4.3,6.4,51.85,Beginner,0,18.0147
6.0,3.4,57.699999999999996,Beginner,0,19.1187
4.8,6.5,49.15,Beginner,0,19.0759
6.9,7.0,92.2,Advanced,2,13.3803
6.4,8.7,32.05,Beginner,0,25.5591
9.2,7.1,87.4,Advanced,2,11.0608
6.8,4.6,97.2,Advanced,2,15.2053
5.6,3.0,100.0,Advanced,2,2.2536
2.7,2.8,75.25,Beginner,0,17.1544
3.6,5.5,78.15,Intermediate,1,12.9872
5.8,6.3,45.550000000000004,Beginner,0,10.6754
5.5,6.2,47.35,Beginner,0,17.8291
7.3,4.6,96.2,Advanced,2,5.5437
5.6,7.1,42.85,Beginner,0,12.4741
5.4,7.5,64.85,Intermediate,1,5.2746
4.7,7.2,96.2,Advanced,2,4.7821
4.1,6.4,52.75,Beginner,0,25.7938
1.6,7.8,57.699999999999996,Beginner,0,9.6278
7.5,2.4,100.0,Advanced,2,13.378
6.1,5.9,96.0,Advanced,2,13.8871
1.9,4.2,72.55,Beginner,0,17.3643
7.8,4.4,45.1,Beginner,0,7.2472
3.9,4.0,100.0,Advanced,2,13.1129
9.4,8.0,21.700000000000003,Beginner,0,23.6995
8.3,4.3,43.3,Beginner,0,16.2166
3.9,5.3,58.6,Beginner,0,26.659
8.1,1.5,56.800000000000004,Beginner,0,23.6886
3.4,3.3,69.85,Beginner,0,7.0985
6.2,6.4,94.8,Advanced,2,12.7905
6.7,7.2,92.2,Advanced,2,2.6833
6.9,3.4,53.65,Beginner,0,23.9832
2.7,2.9,100.0,Advanced,2,7.5984
1.9,9.6,48.25,Beginner,0,21.5769
9.3,9.5,82.4,Advanced,2,8.7905
9.0,4.5,39.25,Beginner,0,16.3671
5.5,8.9,91.2,Advanced,2,4.8136
8.4,7.3,55.050000000000004,Intermediate,1,12.6173
7.3,3.0,53.65,Beginner,0,21.5218
2.4,2.6,100.0,Advanced,2,11.1611
4.9,8.5,39.699999999999996,Beginner,0,8.835
6.3,1.7,64.0,Beginner,0,22.0696
5.5,5.8,97.4,Advanced,2,4.7264
5.6,4.4,100.0,Advanced,2,5.4836
7.7,5.4,41.05,Beginner,0,14.1808
7.1,3.4,99.0,Advanced,2,4.7017
1.2,9.2,53.2,Beginner,0,25.6996
6.8,8.0,90.4,Advanced,2,8.8413
6.3,3.6,100.0,Advanced,2,10.8729
6.4,6.1,43.75,Beginner,0,8.9887
8.7,1.7,53.2,Beginner,0,21.0678
5.7,9.7,30.700000000000003,Beginner,0,11.7742
7.5,1.9,100.0,Advanced,2,9.4977
9.4,4.0,93.2,Advanced,2,14.5903
5.8,4.5,99.4,Advanced,2,12.6106
5.1,5.2,99.4,Advanced,2,9.6917
8.4,2.6,50.5,Beginner,0,24.1569
8.0,7.0,32.5,Beginner,0,22.286
6.1,8.5,90.8,Advanced,2,11.3337
4.2,9.8,92.0,Advanced,2,7.4255
6.4,3.2,100.0,Advanced,2,12.7423
5.2,9.6,33.39999999999999,Beginner,0,7.0205
2.9,6.6,57.25,Beginner,0,24.6514
9.2,8.3,85.0,Advanced,2,5.086
8.2,3.6,46.900000000000006,Beginner,0,16.435
7.0,4.4,97.2,Advanced,2,3.058
3.6,8.9,66.25,Intermediate,1,14.2564
2.1,3.8,100.0,Advanced,2,3.165
4.7,1.0,100.0,Advanced,2,13.821
7.9,1.6,100.0,Advanced,2,4.5218
5.3,2.7,64.0,Beginner,0,24.3931
2.5,6.1,61.300000000000004,Beginner,0,23.6792
6.9,1.1,64.0,Beginner,0,24.0064
8.9,3.7,94.8,Advanced,2,9.613
2.1,1.8,82.45,Beginner,0,6.3663
1.5,2.0,84.25,Beginner,0,13.0284
3.8,3.3,68.05,Beginner,0,26.4012
3.3,2.4,74.35,Beginner,0,18.6953
7.9,4.1,46.0,Beginner,0,9.9209
8.6,3.4,46.0,Beginner,0,24.0304
1.4,9.3,51.849999999999994,Beginner,0,24.6384
4.7,1.3,73.0,Beginner,0,8.9833
2.2,6.5,100.0,Advanced,2,3.6869
6.6,8.7,89.4,Advanced,2,6.4563
9.2,6.4,88.8,Advanced,2,12.6551
2.4,6.8,58.6,Beginner,0,13.9146
8.4,8.5,86.2,Advanced,2,5.6549
7.3,7.0,91.4,Advanced,2,3.1007
9.5,7.9,85.2,Advanced,2,8.199
5.7,9.1,58.199999999999996,Intermediate,1,4.4424
7.1,1.8,59.949999999999996,Beginner,0,6.5446
3.8,2.9,100.0,Advanced,2,11.6016
3.5,7.8,97.4,Advanced,2,8.3498
7.1,2.9,55.0,Beginner,0,14.6339
9.5,8.0,85.0,Advanced,2,12.8407
2.0,8.2,99.6,Advanced,2,13.8788
8.9,1.3,54.099999999999994,Beginner,0,20.1427
6.8,7.0,37.9,Beginner,0,25.5989
2.5,4.2,100.0,Advanced,2,4.0153
2.9,1.5,100.0,Advanced,2,13.6383
8.6,5.7,91.4,Advanced,2,9.4562
4.5,5.1,56.800000000000004,Beginner,0,17.7502
1.9,9.3,49.599999999999994,Beginner,0,12.342
3.6,7.1,72.55000000000001,Intermediate,1,21.0113
7.7,6.8,91.0,Advanced,2,6.7486
5.0,4.9,55.449999999999996,Beginner,0,12.634
1.4,6.4,64.9,Beginner,0,18.2384
3.5,9.8,63.449999999999996,Intermediate,1,10.4114
3.0,8.0,50.5,Beginner,0,22.6016
4.7,7.8,95.0,Advanced,2,13.6664
9.5,3.1,43.300000000000004,Beginner,0,14.5014
5.8,8.5,35.64999999999999,Beginner,0,23.9214
7.5,5.5,94.0,Advanced,2,7.2121
8.4,5.7,91.8,Advanced,2,14.9272
2.5,4.3,69.4,Beginner,0,7.7323
4.2,3.1,100.0,Advanced,2,5.8448
8.6,7.2,88.4,Advanced,2,14.0994
4.1,3.3,100.0,Advanced,2,2.5486
1.6,9.6,49.6,Beginner,0,13.1252
4.5,8.2,94.6,Advanced,2,9.6096
7.8,5.3,41.050000000000004,Beginner,0,14.0039
2.5,8.2,98.6,Advanced,2,12.2002
8.2,6.3,34.75,Beginner,0,13.7577
4.2,8.9,41.05,Beginner,0,13.7592
9.0,1.2,54.1,Beginner,0,22.5508
6.2,5.0,49.6,Beginner,0,18.8499
4.9,6.1,50.5,Beginner,0,24.6841
4.8,7.1,46.45,Beginner,0,11.4237
3.7,5.8,57.25,Beginner,0,8.4133
8.9,3.2,45.55,Beginner,0,14.1152
8.4,1.0,57.699999999999996,Beginner,0,13.6219
5.0,7.8,42.4,Beginner,0,13.6212
5.5,1.1,100.0,Advanced,2,10.7082
2.8,5.0,100.0,Advanced,2,13.3433
7.6,9.8,21.700000000000003,Beginner,0,15.7354
8.3,5.9,36.099999999999994,Beginner,0,6.3905
8.8,2.2,50.5,Beginner,0,8.1724
9.2,7.9,85.8,Advanced,2,3.8351
5.8,4.8,98.8,Advanced,2,8.1327
4.9,4.3,58.6,Beginner,0,12.7634
1.7,1.5,85.6,Beginner,0,17.1592
4.6,5.2,55.9,Beginner,0,16.5781
5.2,4.8,100.0,Advanced,2,9.6459
3.0,9.5,43.75,Beginner,0,19.9203
3.7,7.8,69.75,Intermediate,1,16.9052
7.1,5.1,45.1,Beginner,0,22.5443
4.3,3.7,100.0,Advanced,2,13.8145
2.2,1.3,84.25,Beginner,0,13.8503
4.3,6.5,72.19999999999999,Intermediate,1,5.0607
3.0,6.8,100.0,Advanced,2,11.6516
7.4,7.6,32.5,Beginner,0,6.9638
