Time Taken (QNS/Minutes),Question Difficulty,Topic Difficulty,Score,Skill Level
0.2762411926049807,1.5,2.7,81.1%,Beginner
0.22160523977498706,9.8,1.0,51.4%,Beginner
0.15846479148183895,3.0,5.7,100%,Advanced
0.19772329635190522,5.3,8.8,91.8%,Advanced
0.1993802467671953,6.7,7.6,91.4%,Advanced
0.2006826831052083,8.0,6.0,37.0%,Beginner
0.11396759309694857,3.0,1.4,100%,Advanced
0.12644730005215157,2.5,3.3,89.7%,Intermediate
0.24356614779531527,9.0,6.0,90.0%,Advanced
0.10067553879743575,5.4,7.3,94.6%,Advanced
0.20153582689432797,7.4,3.5,98.2%,Advanced
0.11424748979893996,7.9,7.9,28.89999999999999%,Beginner
0.434766954160184,1.4,5.8,67.6%,Beginner
0.4225999845891987,3.4,9.7,41.050000000000004%,Beginner
0.33061870505271906,7.9,1.3,58.599999999999994%,Beginner
0.24662851691439797,1.5,2.2,100%,Advanced
0.07418324234171075,4.1,4.1,100%,Advanced
0.1865024467921532,7.6,4.2,96.4%,Advanced
0.40987719091540686,8.4,3.3,47.35%,Beginner
0.2433933172646541,4.0,2.0,100%,Advanced
0.08684381644832809,3.9,8.8,94.6%,Advanced
0.13761692075186166,3.6,9.5,93.8%,Advanced
0.12125664042375031,8.3,7.9,27.099999999999994%,Beginner
0.23666001984240548,6.7,2.0,100%,Advanced
0.13771590943611167,4.1,1.6,100%,Advanced
0.16029921438593842,2.7,3.6,100%,Advanced
0.11064590142369736,7.7,3.0,51.85%,Beginner
0.23981234670908091,8.3,8.6,23.950000000000003%,Beginner
0.1707610685948683,2.1,5.3,100%,Advanced
0.08135178877777688,6.1,4.4,99.0%,Advanced
0.35642809008930426,7.4,9.7,23.049999999999997%,Beginner
0.44321530211307913,2.4,7.8,54.1%,Beginner
0.06023661444195565,9.3,3.2,95.0%,Advanced
0.08815295288633514,8.8,7.8,86.8%,Advanced
0.22579142178750658,9.2,4.9,36.550000000000004%,Beginner
0.42606805084850313,4.2,3.8,64.0%,Beginner
0.42376204205312834,2.9,2.5,75.7%,Beginner
0.3435982287789575,4.5,2.0,70.75%,Beginner
0.058884723295250116,2.6,1.8,100%,Advanced
0.1693256097323084,1.6,9.5,97.8%,Advanced
0.35271500035207404,8.8,7.1,28.450000000000003%,Beginner
0.2117790238946714,2.0,7.6,100%,Advanced
0.2117757352622198,3.3,5.7,100%,Advanced
0.0969494793604887,6.2,5.3,97.0%,Advanced
0.20563912908462786,8.5,4.6,41.050000000000004%,Beginner
0.24563012147346783,2.4,5.0,66.69999999999999%,Beginner
0.19300374085357133,5.1,3.8,100%,Advanced
0.3657686204037466,3.6,1.8,75.7%,Beginner
0.24239946524571132,8.1,8.3,26.200000000000003%,Beginner
0.3455143065290041,2.3,5.4,65.35%,Beginner
0.2160999683362549,1.7,4.2,100%,Advanced
0.1297081270073781,9.3,3.9,93.6%,Advanced
0.34960485256779605,6.0,10.0,28.0%,Beginner
0.2134107019620414,1.2,8.9,74.65%,Intermediate
0.16633499194318357,5.8,6.7,95.0%,Advanced
0.15127439366506198,2.2,7.1,100%,Advanced
0.26524866338054964,7.8,1.7,57.25%,Beginner
0.15946227139520056,5.6,4.9,99.0%,Advanced
0.22612160285809244,8.0,1.4,100%,Advanced
0.23529213022513015,1.0,4.7,100%,Advanced
0.4415904008112958,6.8,7.3,36.550000000000004%,Beginner
0.13697260465823657,5.3,2.2,100%,Advanced
0.16933784719149447,1.5,3.0,94.25%,Intermediate
0.21656639660930221,8.3,8.0,26.64999999999999%,Beginner
0.17126009402308245,9.0,6.6,29.799999999999997%,Beginner
0.12709595880387506,6.2,7.4,92.8%,Advanced
0.2759461083558413,7.9,8.8,24.849999999999994%,Beginner
0.3644853302501543,8.9,3.1,46.0%,Beginner
0.4277653865813443,3.1,7.7,51.4%,Beginner
0.12452662036892011,5.0,6.5,48.25%,Beginner
0.2990895968086195,3.1,6.5,56.800000000000004%,Beginner
0.09389206590119151,7.8,4.1,96.2%,Advanced
0.24768639683216062,5.3,7.9,93.6%,Advanced
0.17132180259174837,8.3,2.2,99.0%,Advanced
0.2700802452557553,9.8,2.0,46.9%,Beginner
0.21704413534693243,2.4,8.5,71.85%,Intermediate
0.22633964602192655,1.7,6.0,65.35%,Beginner
0.2349307777739822,3.0,3.2,72.1%,Beginner
0.2345636996657097,2.6,8.1,98.6%,Advanced
0.1136010428418616,3.7,4.1,64.9%,Beginner
0.06536296580781108,5.8,1.5,100%,Advanced
0.2439387306114452,5.1,7.6,42.85%,Beginner
0.1195764098650437,3.6,7.1,98.6%,Advanced
0.3454173476254798,6.4,4.4,51.4%,Beginner
0.41375717214151025,8.0,7.1,32.05%,Beginner
0.14879632449100444,3.7,4.5,63.1%,Beginner
0.07667161949088734,4.9,10.0,90.2%,Advanced
0.12275374650411006,1.6,8.0,100%,Advanced
0.3413051732928075,8.3,6.8,57.14999999999999%,Intermediate
0.16450561471674655,1.1,6.6,65.35%,Beginner
0.11893768553445519,1.5,4.3,73.9%,Beginner
0.27908461130136253,2.8,5.5,62.65%,Beginner
0.18229880811681073,5.3,3.0,62.65%,Beginner
0.08604664818975401,2.8,3.4,100%,Advanced
0.42348020998996777,2.0,5.7,65.35%,Beginner
0.05557673819627498,6.2,5.2,97.2%,Advanced
0.42661487269068515,2.7,2.2,77.95%,Beginner
0.23450688277035367,1.5,1.8,85.15%,Beginner
0.08366544494578887,7.6,5.3,94.2%,Advanced
0.22543409289959723,5.8,5.1,98.2%,Advanced
0.11876289532799303,4.3,2.7,100%,Advanced
0.12968138338369456,9.4,3.5,64.85%,Intermediate
0.1700744267754032,6.3,6.7,94.0%,Advanced
0.24464043406439395,7.1,5.9,41.5%,Beginner
0.12510827961644214,5.5,3.0,100%,Advanced
0.09657852394069669,6.3,8.1,35.2%,Beginner
0.1650692474385004,2.6,9.8,44.199999999999996%,Beginner
0.14343261076489658,5.7,9.7,89.2%,Advanced
0.361616128982547,7.4,5.5,41.949999999999996%,Beginner
0.13514738403841733,2.9,7.2,99.8%,Advanced
0.06961396462398567,8.7,6.3,90.0%,Advanced
0.09587955853295554,2.4,2.6,100%,Advanced
0.3586149051251144,7.7,4.0,47.35%,Beginner
0.2988329762108665,5.3,9.7,32.5%,Beginner
0.16968120052151212,8.7,1.4,99.8%,Advanced
0.1832373903046003,7.8,3.9,47.35%,Beginner
0.1594489115493193,2.4,2.0,100%,Advanced
0.3780016529302623,6.0,5.1,50.050000000000004%,Beginner
0.3358240206891375,8.0,4.6,65.9%,Intermediate
0.1065908484514798,8.5,8.8,85.4%,Advanced
0.2168743477840301,7.2,3.5,72.55000000000001%,Intermediate
0.3219421272240423,7.5,5.7,40.6%,Beginner
0.11323508035654548,2.4,6.9,58.15%,Beginner
0.27998939131112094,8.0,4.2,45.1%,Beginner
0.18876586423997996,4.4,4.0,100%,Advanced
0.18521572626449428,1.1,5.4,70.75%,Beginner
0.1943189188983592,9.3,1.6,98.2%,Advanced
0.1846653658032918,8.1,1.4,100%,Advanced
0.19619182271457722,7.7,6.7,35.2%,Beginner
0.044083812765974895,10.0,7.4,85.2%,Advanced
0.3109796092937725,8.1,7.5,55.4%,Intermediate
0.18844317358226575,3.9,4.9,60.4%,Beginner
0.15296728218550745,2.6,2.2,78.4%,Beginner
0.4323424869438404,5.3,1.9,67.6%,Beginner
0.4291112025247915,3.1,5.9,59.5%,Beginner
0.3252550311188998,2.3,5.1,66.7%,Beginner
0.1262396695886388,9.0,6.2,89.6%,Advanced
0.20885655196861033,9.4,4.5,37.449999999999996%,Beginner
0.3764700207965362,9.5,5.0,34.75%,Beginner
0.1042627891751187,7.5,1.6,100%,Advanced
0.1905794136426316,6.4,8.6,90.0%,Advanced
0.24542247766816094,5.4,4.0,57.699999999999996%,Beginner
0.33252730266706115,1.1,5.8,68.95%,Beginner
0.10342048181111223,3.9,9.4,93.4%,Advanced
0.05533579556917002,1.0,2.2,100%,Advanced
0.26721533183919566,5.9,9.4,56.449999999999996%,Intermediate
0.23340224524485256,5.3,2.6,64.44999999999999%,Beginner
0.15429645529638455,7.1,1.1,100%,Advanced
0.2681158166157085,5.9,3.8,56.35%,Beginner
0.19674971407485212,9.3,4.7,37.0%,Beginner
0.13935167806404417,7.0,9.5,87.0%,Advanced
0.1654223899345034,8.0,5.6,92.8%,Advanced
0.44663583957955555,4.9,9.1,37.0%,Beginner
0.2658141498446944,2.2,3.7,73.45%,Beginner
0.26782402934409344,3.6,2.8,87.6%,Intermediate
0.24650055865514572,5.2,8.3,39.25%,Beginner
0.1910594085970689,7.1,4.1,49.6%,Beginner
0.163800420040604,8.7,9.5,18.10000000000001%,Beginner
0.20394603198142308,8.9,1.6,99.0%,Advanced
0.343400355334878,4.5,3.9,62.199999999999996%,Beginner
0.1556722885989695,1.5,4.1,74.8%,Beginner
0.27004635102029445,7.1,2.7,55.9%,Beginner
0.36658599797723246,7.2,3.3,52.75%,Beginner
0.1757445159631656,1.4,1.1,88.75%,Beginner
0.3963650399363453,2.2,4.7,68.95%,Beginner
0.18353116320678922,1.6,9.3,50.949999999999996%,Beginner
0.3573106392033439,1.3,7.3,61.300000000000004%,Beginner
0.14480922228699866,6.4,2.8,77.80000000000001%,Intermediate
0.26283219945643116,5.0,6.2,49.6%,Beginner
0.17128290911230046,6.0,3.8,100%,Advanced
0.2557941969914576,5.2,7.2,44.199999999999996%,Beginner
0.10811756164577176,6.1,7.0,93.8%,Advanced
0.28665527021496096,9.9,8.4,17.64999999999999%,Beginner
0.3463610099746506,9.5,3.4,41.949999999999996%,Beginner
0.3980004215702975,6.0,1.8,64.9%,Beginner
0.10407708566227425,8.5,1.2,100%,Advanced
0.18852655464612952,1.2,8.9,99.8%,Advanced
0.17085231099532525,9.0,9.7,44.55%,Intermediate
0.16852072442593932,6.2,8.5,90.6%,Advanced
0.2129803363475174,3.5,8.9,66.6%,Intermediate
0.08232736379978156,5.0,1.1,100%,Advanced
0.2015921105985504,2.2,3.5,100%,Advanced
0.17445359433706695,7.6,6.8,35.2%,Beginner
0.3994761052191101,1.2,3.2,80.2%,Beginner
0.35711861855404564,5.0,1.3,71.65%,Beginner
0.20131095052100537,5.2,7.2,95.2%,Advanced
0.3152449273053088,4.9,7.0,46.449999999999996%,Beginner
0.12548322518837454,7.3,6.4,92.6%,Advanced
0.4304409875777517,8.5,3.0,48.25%,Beginner
0.19899116596383687,4.8,8.3,41.05%,Beginner
0.2216063054961908,7.3,4.3,47.800000000000004%,Beginner
0.3634003704552526,3.6,6.7,53.65%,Beginner
0.24967179709611717,7.0,3.7,98.6%,Advanced
0.07890592849920687,7.9,8.2,87.8%,Advanced
0.15698837077723993,8.2,9.0,22.60000000000001%,Beginner
0.18035304896603715,2.4,8.0,53.199999999999996%,Beginner
0.1518190457098228,6.2,1.9,100%,Advanced
0.16561478712888755,7.9,6.8,90.6%,Advanced
0.07985581447058387,6.9,4.7,96.8%,Advanced
0.23853017060094026,3.4,2.8,88.30000000000001%,Intermediate
0.1255113061114262,1.7,1.1,87.4%,Beginner
0.3036441862793457,7.8,9.7,21.25%,Beginner
0.22158653246443488,6.0,8.7,90.6%,Advanced
0.24336667047108965,8.6,6.3,32.95%,Beginner
0.18724025621845594,4.0,1.7,100%,Advanced
0.144189877477155,9.9,2.7,94.8%,Advanced
0.20594653777961916,3.6,5.3,78.85%,Intermediate
0.16471621742365114,9.3,9.4,82.6%,Advanced
0.2506014937305931,6.2,3.4,56.800000000000004%,Beginner
0.24535993420897237,4.7,4.9,56.8%,Beginner
0.23118777705502172,3.5,8.6,95.8%,Advanced
0.07731040861354213,8.7,6.6,89.4%,Advanced
0.13910930762750656,8.6,8.8,85.2%,Advanced
0.061164156900961705,2.1,1.1,100%,Advanced
0.1336757060926755,9.6,5.5,32.05%,Beginner
0.09560705531812524,9.2,4.8,92.0%,Advanced
0.1809036139998302,1.6,3.9,100%,Advanced
0.11126907962319481,1.5,6.1,83.4%,Intermediate
0.31629294929184215,8.7,5.2,37.45%,Beginner
0.39000963892716944,3.1,3.2,71.65%,Beginner
0.08604589995058866,1.7,8.8,99.0%,Advanced
0.06454227441179693,2.2,7.7,100%,Advanced
0.18500289118409305,4.4,4.6,100%,Advanced
0.21780672832171755,8.0,8.2,87.6%,Advanced
0.19145109178218955,9.3,1.3,98.8%,Advanced
0.33633589131195096,7.8,9.7,21.25%,Beginner
0.17830136135219127,3.8,8.7,43.75%,Beginner
0.42170250063528103,9.2,8.2,21.700000000000003%,Beginner
0.16442910199743666,7.0,2.4,100%,Advanced
0.09837254668532223,8.1,2.8,98.2%,Advanced
0.18070525887241373,5.7,2.4,63.550000000000004%,Beginner
0.2755970863944273,6.2,1.2,66.69999999999999%,Beginner
0.15339190126443497,9.1,3.0,45.550000000000004%,Beginner
0.29197879265832066,2.2,1.6,82.9%,Beginner
0.2004466565086481,9.6,3.9,93.0%,Advanced
0.08636005746687392,7.8,6.5,35.64999999999999%,Beginner
0.4280132738069809,7.2,4.2,48.699999999999996%,Beginner
0.10666989609648264,2.1,6.1,63.1%,Beginner
0.2197942571391617,4.3,5.0,58.15%,Beginner
0.3526389579721771,7.9,9.9,19.89999999999999%,Beginner
0.13642958014560072,3.3,9.7,94.0%,Advanced
0.23882787570843136,8.8,9.5,17.64999999999999%,Beginner
0.08578887674576811,5.1,2.8,100%,Advanced
0.050175703185176085,4.6,7.0,96.8%,Advanced
0.2964001456643421,9.6,9.5,14.049999999999997%,Beginner
0.3928775490531765,7.0,5.2,45.1%,Beginner
0.05185796991227271,2.1,3.5,100%,Advanced
0.1584318372072265,9.2,8.6,84.4%,Advanced
0.2516223062953392,6.1,5.3,48.7%,Beginner
0.07792355699584665,8.8,9.8,82.8%,Advanced
0.16252024848446403,3.0,9.2,95.6%,Advanced
0.27354411508301757,8.6,7.2,28.89999999999999%,Beginner
0.17904701056519687,7.7,7.3,32.5%,Beginner
0.09564346833855214,1.9,1.8,100%,Advanced
0.08284794825084343,1.0,6.6,100%,Advanced
0.1288987807357143,6.7,4.7,48.699999999999996%,Beginner
0.18662559200838852,1.5,8.3,100%,Advanced
0.11280830958084194,1.3,8.1,57.699999999999996%,Beginner
0.1752372158307187,3.1,5.6,60.85%,Beginner
0.20325870797942072,3.0,1.6,100%,Advanced
0.3850487822048864,8.2,6.2,35.2%,Beginner
0.14630406084521702,6.0,6.5,95.0%,Advanced
0.2771966565719322,6.7,9.5,27.10000000000001%,Beginner
0.18859797978155765,6.7,8.8,30.25%,Beginner
0.4071396342041302,3.3,8.7,46.0%,Beginner
0.16844475043826096,2.1,8.7,98.4%,Advanced
0.06586012494216571,2.1,5.4,100%,Advanced
0.16529000673370875,3.9,8.3,45.099999999999994%,Beginner
0.31137126394389764,6.1,7.1,40.6%,Beginner
0.451562860896538,5.8,6.5,44.65%,Beginner
0.42406550420384204,8.7,2.2,50.95%,Beginner
0.17086814624729374,4.5,3.6,63.550000000000004%,Beginner
0.1424761155414363,4.3,1.4,74.35%,Beginner
0.42236555260971653,3.0,2.3,76.15%,Beginner
0.13680802393285835,1.8,5.3,100%,Advanced
0.2449503160153372,7.7,4.3,96.0%,Advanced
0.17581258739304953,9.4,6.3,88.6%,Advanced
0.39579389582623653,5.5,2.7,63.1%,Beginner
0.31389873234104154,6.5,9.5,28.0%,Beginner
0.28795212765856393,3.3,3.8,68.05%,Beginner
0.16597145439171976,2.1,7.8,100%,Advanced
0.1268761104763623,2.2,5.8,64.0%,Beginner
0.1719905846518929,3.7,3.4,68.05%,Beginner
0.15664011071790035,5.5,5.9,48.699999999999996%,Beginner
0.1532863182675682,3.2,2.1,76.15%,Beginner
0.4068064065983394,2.1,2.0,81.55%,Beginner
0.4018911307334447,9.7,9.7,12.700000000000003%,Beginner
0.0883738821690361,7.2,7.4,90.8%,Advanced
0.14739336520262966,2.3,1.8,81.55%,Beginner
0.2531188737431785,2.1,2.8,100%,Advanced
0.08289649879221944,4.2,5.2,100%,Advanced
0.30684580342759027,4.2,7.7,46.449999999999996%,Beginner
0.1532973048213892,7.3,7.4,90.6%,Advanced
0.23537238663432064,7.1,7.5,90.8%,Advanced
0.153314195631234,4.7,6.5,70.80000000000001%,Intermediate
0.24033025110366185,4.8,9.1,92.2%,Advanced
0.40452960924465203,9.5,6.8,26.64999999999999%,Beginner
0.3875255972848321,2.1,4.7,69.4%,Beginner
0.11292456894070262,8.8,1.6,99.2%,Advanced
0.09846393045451132,3.7,3.0,100%,Advanced
0.2606735333598301,5.4,3.5,100%,Advanced
0.09607368982995602,2.3,8.6,98.2%,Advanced
0.20163041877364432,6.2,6.9,64.14999999999999%,Intermediate
0.07889100190802108,3.4,3.9,100%,Advanced
0.4315029144387657,9.8,6.6,26.200000000000003%,Beginner
0.3827806102152511,5.6,2.8,62.2%,Beginner
0.22648824916460386,2.4,3.9,71.65%,Beginner
0.3164376850741307,9.9,5.2,32.05%,Beginner
0.4061143097328712,5.2,2.7,64.44999999999999%,Beginner
0.1543391685914025,9.7,5.5,89.6%,Advanced
0.35854592372510885,9.7,5.7,30.700000000000003%,Beginner
0.2994896114684366,3.4,7.3,51.85%,Beginner
0.13438389452098579,7.1,7.4,59.25%,Intermediate
0.44748783533660885,6.4,1.5,64.44999999999999%,Beginner
0.40029924169849407,4.4,4.3,60.85%,Beginner
0.3017246563590262,2.6,3.6,72.1%,Beginner
0.13193688450680702,3.8,2.4,100%,Advanced
0.12823196211922608,2.0,9.5,48.25%,Beginner
0.10482400553381675,1.9,9.9,46.9%,Beginner
0.19693939716158182,1.4,1.8,100%,Advanced
0.1176807624609973,5.1,3.6,100%,Advanced
0.24085189429541334,5.2,8.3,93.0%,Advanced
0.195102990546433,4.0,2.7,86.55%,Intermediate
0.33602325035619374,1.4,4.2,74.8%,Beginner
0.33658034597109954,6.0,3.0,78.5%,Intermediate
0.1510335745303664,9.9,1.2,97.8%,Advanced
0.21046970735468112,3.4,5.7,100%,Advanced
0.12485436787235137,1.3,9.6,98.2%,Advanced
0.1335947534486373,7.4,6.5,92.2%,Advanced
0.39871883876111547,1.3,9.2,52.75%,Beginner
0.25936362753400444,2.4,4.8,67.6%,Beginner
0.09711660589343413,8.1,1.4,100%,Advanced
0.3845236749659129,4.7,2.2,68.95%,Beginner
0.33707295447320346,8.9,1.2,54.550000000000004%,Beginner
0.07320597150494587,7.6,7.1,90.6%,Advanced
0.4023464551826603,5.0,8.2,40.6%,Beginner
0.4559361929665906,3.5,5.2,60.85%,Beginner
0.09619846843028904,2.5,9.7,45.1%,Beginner
0.0877829113311497,8.4,2.4,98.4%,Advanced
0.22554214771684053,9.9,6.9,24.39999999999999%,Beginner
0.23197754547190857,5.3,3.1,62.199999999999996%,Beginner
0.1811480707070508,8.7,1.9,98.8%,Advanced
0.29024011335424893,7.4,7.5,32.95%,Beginner
0.3721082087067856,7.0,7.0,37.0%,Beginner
0.21067855625382342,6.3,2.7,100%,Advanced
0.16812180425419387,3.5,7.5,50.5%,Beginner
0.2551322791675597,1.0,2.1,100%,Advanced
0.25495115701797494,9.0,2.7,47.35%,Beginner
0.18218888193334104,4.4,5.2,100%,Advanced
0.10556304563617647,2.3,9.8,95.8%,Advanced
0.1554256286587294,2.6,1.5,100%,Advanced
0.23520115184244955,8.9,4.9,37.9%,Beginner
0.1901012313259606,7.6,8.0,29.799999999999997%,Beginner
0.28479602641808655,7.1,9.2,26.650000000000006%,Beginner
0.06475783178270063,6.2,5.9,95.8%,Advanced
0.10881190115303649,6.1,9.1,89.6%,Advanced
0.4445401719555123,7.0,1.2,63.1%,Beginner
0.3458603342419613,5.9,3.6,57.25%,Beginner
0.21759951573254735,5.3,4.3,100%,Advanced
0.3712430555721686,5.3,4.2,57.25%,Beginner
0.2541985176794489,3.5,3.7,100%,Advanced
0.04725856543373788,7.3,7.6,90.2%,Advanced
0.3912007605612437,4.3,1.1,75.7%,Beginner
0.10948856183472333,4.5,2.9,66.69999999999999%,Beginner
0.22596650075830785,8.2,6.5,33.85000000000001%,Beginner
0.11254287348626295,5.6,9.8,30.700000000000003%,Beginner
0.3567641372652419,3.1,3.7,69.4%,Beginner
0.253130456225552,8.6,2.2,98.4%,Advanced
0.11661156713042138,1.8,6.9,100%,Advanced
0.26498235035168083,2.2,1.1,85.15%,Beginner
0.22320734464861627,9.1,1.9,98.0%,Advanced
0.18859280123134287,5.3,2.7,82.0%,Intermediate
0.10684607354803267,4.2,8.4,94.8%,Advanced
0.1035170326623148,3.4,1.0,100%,Advanced
0.1648403116307124,7.0,7.9,90.2%,Advanced
0.062288034305808856,9.2,5.7,90.2%,Advanced
0.11393818539273777,2.0,7.5,100%,Advanced
0.39909384919607943,2.5,6.6,59.050000000000004%,Beginner
0.2061889750246395,8.4,3.9,44.65%,Beginner
0.2563441610329116,6.3,4.7,50.5%,Beginner
0.1512843975138763,2.9,8.1,50.5%,Beginner
0.07002862458457945,2.5,3.7,100%,Advanced
0.23456655198437823,5.6,5.9,48.25%,Beginner
0.2608548171119528,9.5,7.4,23.950000000000003%,Beginner
0.18168856090598692,3.1,2.0,100%,Advanced
0.07507657905717616,3.2,9.6,94.4%,Advanced
0.25436421118328784,7.0,3.8,51.4%,Beginner
0.4288776481120303,9.3,4.2,39.25%,Beginner
0.20741315725161574,2.2,5.0,67.6%,Beginner
0.31550674418075425,9.2,1.7,50.95%,Beginner
0.22067658871977794,6.4,9.6,88.0%,Advanced
0.29892895708754796,7.9,3.1,50.5%,Beginner
0.1656295030406634,1.4,5.4,100%,Advanced
0.1220851955696291,4.3,8.8,93.8%,Advanced
0.40269856335251747,1.6,5.5,68.05%,Beginner
0.21670612690142926,9.2,9.6,82.4%,Advanced
0.09136855557029919,5.4,1.6,100%,Advanced
0.24181097091256387,8.0,7.6,29.799999999999997%,Beginner
0.2759173397455156,5.8,9.0,33.39999999999999%,Beginner
0.20550605151825702,7.9,2.4,99.4%,Advanced
0.10686088290376933,2.2,7.4,56.8%,Beginner
0.05609683775257281,1.6,3.7,100%,Advanced
0.14158361407043688,3.4,9.9,93.4%,Advanced
0.14975700229663283,2.5,7.8,53.65%,Beginner
0.3803842043573795,9.3,3.4,42.849999999999994%,Beginner
0.12551418664175193,9.3,5.6,90.2%,Advanced
0.04891113530812999,9.7,7.2,86.2%,Advanced
0.12738513245903818,7.1,1.6,60.85%,Beginner
0.13748257121808158,8.1,1.4,100%,Advanced
0.3292809506261679,7.0,5.3,44.65%,Beginner
0.22403773273547653,6.4,5.1,97.0%,Advanced
0.18437547586176095,1.5,5.9,100%,Advanced
0.30401050927265894,5.9,8.8,33.849999999999994%,Beginner
0.2452072142821739,5.9,4.9,51.4%,Beginner
0.2295998834681972,6.4,1.9,62.65%,Beginner
0.23022077308150435,2.6,6.7,58.15%,Beginner
0.31061936914042054,1.1,5.4,87.25%,Intermediate
0.19242124724059378,4.9,7.4,95.4%,Advanced
0.2340301084892979,1.3,6.3,65.80000000000001%,Beginner
0.24740241093306123,2.6,3.7,71.65%,Beginner
0.2294436047862763,5.4,7.0,44.199999999999996%,Beginner
0.2213005603640715,3.3,9.7,41.5%,Beginner
0.09723704426520205,6.7,5.4,95.8%,Advanced
0.14724516715877387,9.3,9.8,81.8%,Advanced
0.26824375894043306,7.6,2.6,54.1%,Beginner
0.2076251573079179,5.7,7.0,94.6%,Advanced
0.11576338456323694,7.4,1.4,100%,Advanced
0.08680063531607954,4.1,3.4,100%,Advanced
0.31164759054091573,8.9,8.6,21.25%,Beginner
0.4219891561428185,7.8,4.3,45.550000000000004%,Beginner
0.08191013503104391,7.1,6.2,93.4%,Advanced
0.23132151755590716,2.2,8.5,98.6%,Advanced
0.1690519224569553,7.2,2.1,100%,Advanced
0.34916469951579265,6.0,5.9,46.449999999999996%,Beginner
0.1101796317757007,3.6,6.8,53.199999999999996%,Beginner
0.09869522075357587,2.0,1.9,100%,Advanced
0.19596122824549833,4.7,5.9,98.8%,Advanced
0.3381463233618272,2.0,1.2,85.6%,Beginner
0.18309700394707262,9.5,3.5,41.5%,Beginner
0.06029974833941275,8.0,7.9,88.2%,Advanced
0.23378260266455458,4.7,4.8,100%,Advanced
0.16740946956750286,2.7,3.5,72.1%,Beginner
0.1279927007081498,5.5,7.0,95.0%,Advanced
0.15501471449302953,7.7,8.7,26.200000000000003%,Beginner
0.14758287505758813,4.5,9.9,91.2%,Advanced
0.14484636002965745,6.4,8.6,90.0%,Advanced
0.20825198465945682,7.0,6.8,92.4%,Advanced
0.1598569855101552,2.7,8.4,50.05%,Beginner
0.22407561605183152,2.8,6.9,100%,Advanced
0.2510664184324118,2.5,7.9,99.2%,Advanced
0.3628983347756041,5.8,2.1,64.44999999999999%,Beginner
0.12310767629280794,9.7,1.7,70.10000000000001%,Intermediate
0.14162218971660473,2.0,3.4,100%,Advanced
0.15825606400093226,9.0,3.6,94.8%,Advanced
0.134568799600087,7.7,4.0,96.6%,Advanced
0.1714017076461417,7.2,2.1,100%,Advanced
0.1642122891484985,5.1,4.9,100%,Advanced
0.16622099369169346,8.6,8.1,86.6%,Advanced
0.11556823340395712,3.6,1.4,100%,Advanced
0.31582719095301776,1.9,8.1,55.0%,Beginner
0.12892293533088772,7.9,1.6,100%,Advanced
0.12913517385859422,5.3,9.4,33.85000000000001%,Beginner
0.07513537031826013,2.7,4.8,100%,Advanced
0.387086836265785,8.1,4.4,43.75%,Beginner
0.18164795153575455,5.4,6.0,97.2%,Advanced
0.06601475371568223,8.0,5.2,93.6%,Advanced
0.13106199758671905,1.9,1.4,100%,Advanced
0.27600661282550204,1.1,2.3,84.7%,Beginner
0.2114473506174794,1.7,6.0,65.35%,Beginner
0.33734324014596395,1.1,8.2,58.150000000000006%,Beginner
0.3675997269108648,5.1,2.3,66.7%,Beginner
0.3493512103839391,1.4,9.8,49.599999999999994%,Beginner
0.11817518717776425,7.2,5.6,94.4%,Advanced
0.41483919751008896,3.9,6.8,51.85%,Beginner
0.2527533473124516,6.3,5.9,45.1%,Beginner
0.2576235883703652,4.8,6.6,48.7%,Beginner
0.4202228698248733,6.9,4.2,50.05%,Beginner
0.2474053834336566,3.8,5.9,56.35%,Beginner
0.18396424807846928,9.2,2.0,97.6%,Advanced
0.05002421587845665,7.8,4.4,95.6%,Advanced
0.14877667092704666,8.0,3.0,98.0%,Advanced
0.4131382040633339,1.2,2.7,82.45%,Beginner
0.33323450625125567,6.3,2.8,59.050000000000004%,Beginner
0.23897472045742274,4.1,2.0,72.55%,Beginner
0.2849842569150296,5.3,3.1,62.199999999999996%,Beginner
0.4009009118095096,9.7,8.2,19.450000000000003%,Beginner
0.21905306589042917,7.4,9.0,87.2%,Advanced
0.07326174627169005,9.4,4.3,92.6%,Advanced
0.2375816883579737,1.2,3.8,77.5%,Beginner
0.4172125901361366,5.5,8.3,37.9%,Beginner
0.3623498187806367,8.6,9.1,20.35000000000001%,Beginner
0.04662558073099982,6.8,3.7,99.0%,Advanced
0.0966923693249533,1.6,1.9,84.25%,Beginner
0.4229831111091072,4.8,2.4,67.6%,Beginner
0.24815023179080303,5.2,6.8,96.0%,Advanced
0.22616271457524756,6.0,7.2,93.6%,Advanced
0.13059404667327457,4.6,7.9,43.75%,Beginner
0.1857188981429685,7.1,6.5,38.800000000000004%,Beginner
0.2591587816058795,4.4,8.7,64.15%,Intermediate
0.13790769691755533,6.6,7.2,92.4%,Advanced
0.42413299852651803,9.7,7.9,20.799999999999997%,Beginner
0.23244833365511208,1.2,5.7,68.95%,Beginner
0.237027919726669,8.1,9.0,23.049999999999997%,Beginner
0.11588292171921492,2.2,5.3,100%,Advanced
0.057788495283069875,4.9,1.8,100%,Advanced
0.0734877289061782,8.7,4.6,93.4%,Advanced
0.19668391104058708,9.1,6.7,88.4%,Advanced
0.21575550639224872,5.9,5.1,50.5%,Beginner
0.18573494748655012,3.6,6.5,99.8%,Advanced
